"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"C9","C_0402","21.971mm","12.0648mm","21.971mm","12.0648mm","21.471mm","12.0648mm","T","0.00","104"
"C89","C_0402","14.3896mm","30.5795mm","14.3896mm","30.5795mm","14.7431mm","30.933mm","B","225.00","104"
"C88","C_0402","21.2476mm","28.547mm","21.2476mm","28.547mm","20.894mm","28.9005mm","B","315.00","104"
"C87","C_0402","12.2716mm","28.5136mm","12.2716mm","28.5136mm","11.9181mm","28.16mm","B","45.00","104"
"C86","C_0402","23.6606mm","31.7225mm","23.6606mm","31.7225mm","24.0141mm","32.076mm","B","225.00","104"
"C85","C_0402","22.0096mm","30.0715mm","22.0096mm","30.0715mm","21.656mm","29.7179mm","B","45.00","104"
"C84","C_0402","39.4708mm","35.1803mm","39.4708mm","35.1803mm","38.9708mm","35.1803mm","T","0.00","104"
"C83","C_0402","12.3067mm","33.5768mm","12.3067mm","33.5768mm","11.9532mm","33.9304mm","T","315.00","104"
"C82","C_0402","39.4944mm","34.0711mm","39.4944mm","34.0711mm","39.9944mm","34.0711mm","T","180.00","104"
"C81","C_0402","13.1449mm","34.3388mm","13.1449mm","34.3388mm","13.4985mm","33.9853mm","T","135.00","104"
"C8","C_0603","21.8186mm","10.7186mm","21.8186mm","10.7186mm","20.9931mm","10.7186mm","T","0.00","10uF"
"C71","C_0402","61.136mm","41.867mm","61.136mm","41.867mm","60.636mm","41.867mm","T","360.00","1uF"
"C70","C_0402","72.439mm","34.9504mm","72.439mm","34.9504mm","72.939mm","34.9504mm","T","180.00","102"
"C7","C_0402","49.5172mm","16.6304mm","49.5172mm","16.6304mm","50.0172mm","16.6304mm","T","180.00","104"
"C69","C_0603","70.788mm","46.122mm","70.788mm","46.122mm","70.788mm","46.9475mm","T","270.00","4.7uF"
"C68","C_0603","63.803mm","32.85mm","63.803mm","32.85mm","63.803mm","33.6755mm","T","270.00","10uF"
"C67","C_0603","62.025mm","46.122mm","62.025mm","46.122mm","62.025mm","45.2965mm","T","90.00","4.7uF"
"C66","TAN_0603","26.327mm","45.1038mm","26.327mm","45.1038mm","27.1525mm","45.1038mm","T","180.00","22uF"
"C65","C_0402","26.708mm","43.9608mm","26.708mm","43.9608mm","27.208mm","43.9608mm","T","180.00","0.01uF"
"C64","C_0603","24.0918mm","44.6974mm","24.0918mm","44.6974mm","24.0918mm","43.8719mm","T","90.00","4.7uF"
"C63","C_0603","65.2mm","32.85mm","65.2mm","32.85mm","65.2mm","32.0245mm","T","90.00","4.7uF"
"C62","C_0402","61.136mm","42.756mm","61.136mm","42.756mm","60.636mm","42.756mm","T","360.00","1uF"
"C61","C_0603","71.042mm","45.995mm","71.042mm","45.995mm","71.042mm","45.1695mm","B","90.00","4.7uF"
"C60","C_0402","61.136mm","40.089mm","61.136mm","40.089mm","61.636mm","40.089mm","T","180.00","1uF"
"C58","C_0402","23.5072mm","41.4782mm","23.5072mm","41.4782mm","23.5072mm","41.9782mm","T","270.00","47pF"
"C57","C_0603","69.01mm","46.122mm","69.01mm","46.122mm","69.01mm","45.2965mm","T","90.00","10uF"
"C56","C_0402","69.899mm","45.55mm","69.899mm","45.55mm","69.899mm","45.05mm","B","90.00","102"
"C55","C_0603","68.629mm","45.931mm","68.629mm","45.931mm","68.629mm","45.1055mm","B","90.00","10uF"
"C54","C_0603","59.358mm","37.422mm","59.358mm","37.422mm","59.358mm","38.2475mm","T","270.00","10uF"
"C53","C_0603","60.882mm","35.263mm","60.882mm","35.263mm","60.882mm","36.0885mm","T","270.00","10uF"
"C52","TAN_0603","11.7982mm","39.3634mm","11.7982mm","39.3634mm","11.7982mm","40.1889mm","B","270.00","10uF"
"C51","C_0402","10.5282mm","39.6936mm","10.5282mm","39.6936mm","10.5282mm","40.1936mm","B","270.00","0.01uF"
"C50","C_0603","10.4012mm","36.8742mm","10.4012mm","36.8742mm","10.4012mm","36.0487mm","B","90.00","4.7uF"
"C5","C_0402","19.193mm","7.4908mm","19.193mm","7.4908mm","19.193mm","6.9908mm","T","90.00","104"
"C49","C_0402","30.9508mm","28.1151mm","30.9508mm","28.1151mm","31.3044mm","27.7615mm","T","135.00","4.7uF"
"C48","C_0402","73.328mm","45.741mm","73.328mm","45.741mm","73.328mm","45.241mm","T","90.00","102"
"C47","C_0603","72.82mm","38.692mm","72.82mm","38.692mm","71.9945mm","38.692mm","T","0.00","10uF"
"C46","C_0603","72.185mm","46.122mm","72.185mm","46.122mm","72.185mm","45.2965mm","T","90.00","10uF"
"C45","C_0603","64.057mm","27.897mm","64.057mm","27.897mm","64.8825mm","27.897mm","T","180.00","10uF"
"C44","C_0603","69.899mm","28.532mm","69.899mm","28.532mm","69.0735mm","28.532mm","T","360.00","10uF"
"C43","C_0402","8.0136mm","35.7842mm","8.0136mm","35.7842mm","8.0136mm","35.2842mm","B","90.00","47pF"
"C42","C_0402","66.851mm","28.024mm","66.851mm","28.024mm","67.351mm","28.024mm","T","180.00","1uF"
"C41","C_0603","12.9268mm","1.354mm","12.9268mm","1.354mm","12.1013mm","1.354mm","B","360.00","4.7uF"
"C40","C_0603","62.406mm","32.85mm","62.406mm","32.85mm","62.406mm","32.0245mm","T","90.00","10uF"
"C4","C_0603","20.3241mm","6.9503mm","20.3241mm","6.9503mm","20.3241mm","6.1248mm","T","90.00","4.7uF"
"C39","C_0603","67.0174mm","32.8676mm","67.0174mm","32.8676mm","67.0174mm","33.6931mm","T","270.00","4.7uF"
"C38","C_0402","23.2138mm","4.4274mm","23.2138mm","4.4274mm","23.2138mm","4.9274mm","T","270.00","18pF-1%"
"C37","C_0402","23.2138mm","2.3954mm","23.2138mm","2.3954mm","23.2138mm","1.8954mm","T","90.00","18pF-1%"
"C36","C_0402","22.4225mm","16.5355mm","22.4225mm","16.5354mm","21.9225mm","16.5355mm","T","0.00","104"
"C35","C_0402","35.9795mm","28.0396mm","35.9795mm","28.0396mm","35.9795mm","28.5396mm","T","270.00","104"
"C34","C_0402","32.9061mm","28.9032mm","32.9061mm","28.9032mm","32.5526mm","29.2568mm","T","315.00","1uF"
"C33","C_0402","22.423mm","20.2736mm","22.423mm","20.2736mm","21.923mm","20.2736mm","T","0.00","1uF"
"C30","C_0402","49.96mm","14.054mm","49.96mm","14.054mm","50.46mm","14.054mm","B","180.00","104"
"C3","C0402","18.2626mm","10.6932mm","18.2626mm","10.6932mm","18.2626mm","11.1932mm","T","270.00","104"
"C29","C_0402","21.717mm","12.1664mm","21.717mm","12.1664mm","21.217mm","12.1664mm","B","0.00","104"
"C28","C_0402","49.96mm","13.038mm","49.96mm","13.038mm","50.46mm","13.038mm","B","180.00","1uF"
"C27","C_0402","49.96mm","21.7634mm","49.96mm","21.7634mm","50.46mm","21.7634mm","B","180.00","104"
"C26","C_0402","49.96mm","20.6966mm","49.96mm","20.6966mm","50.46mm","20.6966mm","B","180.00","104"
"C25","C_0402","49.96mm","18.7408mm","49.96mm","18.7408mm","50.46mm","18.7408mm","B","180.00","104"
"C24","C_0402","49.96mm","15.578mm","49.96mm","15.578mm","50.46mm","15.578mm","B","180.00","104"
"C23","C_0402","39.8mm","22.563mm","39.8mm","22.563mm","39.8mm","22.063mm","B","90.00","1uF"
"C22","C_0402","41.959mm","22.563mm","41.959mm","22.563mm","41.959mm","22.063mm","B","90.00","1uF"
"C21","C_0402","40.943mm","22.563mm","40.943mm","22.563mm","40.943mm","22.063mm","B","90.00","1uF"
"C204","C0402","62.914mm","26.246mm","62.914mm","26.246mm","62.914mm","26.746mm","T","270.00","1uF"
"C20","C_0603","44.88mm","28.786mm","44.88mm","28.786mm","45.7055mm","28.786mm","B","180.00","4.7uF"
"C2","C_0603","19.4056mm","11.0234mm","19.4056mm","11.0234mm","19.4056mm","11.8489mm","T","270.00","10uF"
"C19","C_0402","32.561mm","2.624mm","32.561mm","2.624mm","33.061mm","2.624mm","T","180.00","104"
"C18","C_0402","44.3306mm","17.293mm","44.3306mm","17.293mm","44.8306mm","17.293mm","B","180.00","1uF"
"C176","C_0402","83.5274mm","13.1318mm","83.5274mm","13.1318mm","83.0274mm","13.1318mm","B","360.00","0.1uF"
"C175","C_0402","81.851mm","17.1196mm","81.851mm","17.1196mm","81.851mm","16.6196mm","B","90.00","1uF"
"C174","C_0603","83.883mm","11.0998mm","83.883mm","11.0998mm","83.0575mm","11.0998mm","B","360.00","10uF"
"C17","C_0402","30.275mm","2.6242mm","30.275mm","2.6242mm","29.775mm","2.6242mm","T","360.00","104"
"C16","C_0402","42.2782mm","26.765mm","42.2782mm","26.765mm","42.2782mm","26.265mm","B","90.00","1uF"
"C159","TAN_0603","20.7894mm","6.4008mm","20.7894mm","6.4008mm","20.7894mm","5.5753mm","B","90.00","22uF"
"C158","C0402","21.8308mm","6.223mm","21.8308mm","6.223mm","21.8308mm","6.723mm","B","270.00","104"
"C157","C_0603","76.5678mm","28.6512mm","76.5678mm","28.6512mm","77.3933mm","28.6512mm","T","180.00","4.7uF"
"C156","C_0402","76.8726mm","27.4828mm","76.8726mm","27.4828mm","77.3726mm","27.4828mm","T","180.00","104"
"C155","C_0603","80.9738mm","28.067mm","80.9738mm","28.067mm","80.9738mm","28.8925mm","T","270.00","4.7uF"
"C154","C_0402","82.1812mm","27.686mm","82.1812mm","27.686mm","82.1812mm","28.186mm","T","270.00","104"
"C152","C_0603","81.953mm","41.6008mm","81.953mm","41.6008mm","82.7785mm","41.6008mm","B","180.00","4.7uF"
"C15","C_0603","49.4614mm","8.6062mm","49.4614mm","8.6062mm","48.6359mm","8.6062mm","B","0.00","4.7uF"
"C148","C_0402","39.4847mm","31.9766mm","39.4847mm","31.9766mm","39.9847mm","31.9766mm","T","180.00","104"
"C146","C_0603","6.0066mm","42.926mm","6.0066mm","42.926mm","5.1811mm","42.926mm","T","360.00","4.7uF"
"C145","C_0402","6.2098mm","44.069mm","6.2098mm","44.069mm","5.7098mm","44.069mm","T","360.00","104"
"C142","C_0603","28.354mm","26.0814mm","28.354mm","26.0814mm","28.354mm","26.9069mm","B","270.00","4.7uF"
"C123","C_0402","48.9834mm","44.958mm","48.9834mm","44.958mm","48.9834mm","45.458mm","B","270.00","104"
"C122","C_0603","50.101mm","45.1358mm","50.101mm","45.1358mm","50.101mm","45.9613mm","B","270.00","10uF"
"C121","C_0603","51.498mm","45.1358mm","51.498mm","45.1358mm","51.498mm","45.9613mm","B","270.00","10uF"
"C120","C_0402","37.249mm","39.6428mm","37.249mm","39.6428mm","37.249mm","39.1428mm","T","90.00","104"
"C117","C_0402","21.6992mm","11.1208mm","21.6992mm","11.1208mm","22.1992mm","11.1208mm","B","180.00","1uF"
"C116","C_0402","58.102mm","22.0726mm","58.102mm","22.0726mm","58.602mm","22.0726mm","B","180.00","104-50V"
"C111","C_0402","55.2526mm","23.4398mm","55.2526mm","23.4398mm","55.7526mm","23.4398mm","T","180.00","104"
"C109","C_0402","23.9552mm","25.1115mm","23.9552mm","25.1115mm","23.9552mm","25.6115mm","T","270.00","10pF"
"C106","C_0402","17.5645mm","40.1046mm","17.5645mm","40.1046mm","17.211mm","40.4582mm","T","315.00","104"
"C105","C_0402","16.8025mm","39.3426mm","16.8025mm","39.3426mm","16.449mm","39.6962mm","T","315.00","104"
"C104","C_0402","16.0405mm","38.5806mm","16.0405mm","38.5806mm","15.687mm","38.9342mm","T","315.00","104"
"C103","C_0402","15.2785mm","37.8186mm","15.2785mm","37.8186mm","14.925mm","38.1722mm","T","315.00","104"
"C102","C_0402","14.5165mm","37.0566mm","14.5165mm","37.0566mm","14.163mm","37.4102mm","T","315.00","104"
"C101","C_0402","18.7076mm","33.5005mm","18.7076mm","33.5005mm","19.0611mm","33.854mm","B","225.00","104"
"C100","C_0402","18.8346mm","35.6087mm","18.8346mm","35.6087mm","18.481mm","35.2551mm","B","45.00","104"
"C10","C_0402","21.258mm","9.228mm","21.258mm","9.228mm","20.758mm","9.228mm","T","0.00","104"
"C1","C_0402","22.2922mm","6.807mm","22.2922mm","6.807mm","22.2922mm","6.307mm","T","90.00","1uF"
"D6","SOD-123","5.2954mm","45.339mm","5.2954mm","45.339mm","6.8204mm","45.339mm","T","360.00","RSA5M"
"D7","ESD_0402","15.5574mm","45.7896mm","15.5574mm","45.7896mm","15.5574mm","45.2896mm","T","90.00","VMNZC68CST2RA"
"D8","ESD_0402","15.5574mm","43.783mm","15.5574mm","43.783mm","15.5574mm","44.283mm","T","270.00","VMNZC68CST2RA"
"D14","SOD-123","23.0754mm","7.112mm","23.0754mm","7.112mm","23.0754mm","5.587mm","B","270.00","RSA5M"
"TP18","TESTPOINT2","87mm","42mm","87mm","42mm","87mm","42mm","T","270.00","Test Point"
"TP19","TESTPOINT2","4mm","7.6772mm","4mm","7.6772mm","4mm","7.6772mm","B","90.00","Test Point"
"TP20","TESTPOINT2","79.8mm","3.4mm","79.8mm","3.4mm","79.8mm","3.4mm","B","90.00","Test Point"
"TP21","TESTPOINT2","3mm","44.5mm","3mm","44.5mm","3mm","44.5mm","B","90.00","Test Point"
"TP36","TESTPOINT2","73mm","27.5mm","73mm","27.5mm","73mm","27.5mm","B","90.00","Test Point"
"TP37","TESTPOINT2","63.4mm","10.2mm","63.4mm","10.2mm","63.4mm","10.2mm","B","90.00","Test Point"
"TP38","TESTPOINT1","44.9mm","3.6mm","44.9mm","3.6mm","44.9mm","3.6mm","B","90.00","Test Point"
"TP39","TESTPOINT1","42.9mm","3.6mm","42.9mm","3.6mm","42.9mm","3.6mm","B","90.00","Test Point"
"TP40","TESTPOINT1","40.9mm","3.6mm","40.9mm","3.6mm","40.9mm","3.6mm","B","90.00","Test Point"
"TP41","TESTPOINT1","38.5mm","3.6mm","38.5mm","3.6mm","38.5mm","3.6mm","B","90.00","Test Point"
"TP47","TESTPOINT2","75mm","30.5mm","75mm","30.5mm","75mm","30.5mm","B","90.00","Test Point"
"TP51","TESTPOINT2","81.7999mm","3.4mm","81.7999mm","3.4mm","81.7999mm","3.4mm","B","90.00","Test Point"
"U3","QFN48_6X6","66.343mm","38.819mm","66.343mm","38.819mm","69.393mm","36.619mm","T","180.00","AXP209"
"L7","CD32","53.657mm","25.1968mm","53.657mm","25.1968mm","53.657mm","26.6468mm","B","270.00","10uH-DCR<0.1R-1.5A/ELL4LG100MA"
"TP46","TESTPOINT2","80mm","32.2mm","80mm","32.2mm","80mm","32.2mm","B","90.00","Test Point"
"RN11","RCA50-8/3","44.3864mm","32.3392mm","44.3864mm","32.339mm","45.1365mm","31.7744mm","B","90.00","100R*4"
"C207","C0402","61.898mm","26.246mm","61.898mm","26.246mm","61.898mm","26.746mm","T","270.00","104"
"C208","C0402","65.454mm","3.64mm","65.454mm","3.64mm","65.454mm","3.14mm","B","90.00","1uF"
"C209","C0402","66.343mm","3.64mm","66.343mm","3.64mm","66.343mm","3.14mm","B","90.00","104"
"R160","R_0603'","89.8mm","10.4mm","89.8mm","10.4mm","89.8mm","11.2255mm","B","270.00","0R-1%"
"C213","C0402","85.3186mm","17.5512mm","85.3186mm","17.5512mm","84.8186mm","17.5512mm","B","360.00","6.8pF"
"C215","C_0402","83.9724mm","18.0846mm","83.9724mm","18.0846mm","83.9724mm","17.5846mm","B","90.00","2nH"
"C216","C_0402","86.6902mm","18.11mm","86.6902mm","18.11mm","86.6902mm","17.61mm","B","90.00","2.4pF"
"C220","C_0402","80.772mm","17.8562mm","80.772mm","17.8562mm","80.772mm","17.3562mm","B","90.00","3.3pF"
"C221","C_0402","76.0222mm","17.856mm","76.0222mm","17.856mm","76.0222mm","18.356mm","B","270.00","3.3pF"
"R168","R_0402","74.09mm","10.8282mm","74.09mm","10.8282mm","73.59mm","10.8282mm","B","360.00","200R-1%"
"R169","R_0402","74.09mm","11.7172mm","74.09mm","11.7172mm","73.59mm","11.7172mm","B","360.00","200R-1%"
"R170","R_0402","74.09mm","12.6062mm","74.09mm","12.6062mm","73.59mm","12.6062mm","B","360.00","200R-1%"
"R171","R_0402","42.354mm","1.8288mm","42.354mm","1.8288mm","41.854mm","1.8288mm","T","360.00","200R-1%"
"R172","R_0402","74.09mm","14.3842mm","74.09mm","14.3842mm","73.59mm","14.3842mm","B","360.00","200R-1%"
"R173","R_0402","74.2152mm","15.2792mm","74.2152mm","15.2792mm","73.7152mm","15.2792mm","B","360.00","200R-1%"
"TP17","TESTPOINT2","3mm","42.5mm","3mm","42.5mm","3mm","42.5mm","T","270.00","Test Point"
"TP24","TESTPOINT2","67.9mm","3.2mm","67.9mm","3.2mm","67.9mm","3.2mm","B","270.00","Test Point"
"TP25","TESTPOINT2","45.148mm","40.513mm","45.148mm","40.513mm","45.148mm","40.513mm","B","90.00","Test Point"
"R177","R_0402","42.7858mm","29.7688mm","42.7858mm","29.7688mm","42.7858mm","30.2688mm","T","270.00","1K-1%"
"R178","R_0402","11.4536mm","2.7712mm","11.4536mm","2.7712mm","11.9235mm","2.6002mm","B","160.00","NC/100R-1%"
"R179","R_0402","71.5386mm","12.6062mm","71.5386mm","12.6062mm","71.0386mm","12.6062mm","B","360.00","10K-1%"
"R180","R_0402","82.0542mm","8.5344mm","82.0542mm","8.5344mm","81.5542mm","8.5344mm","B","360.00","100K-1%"
"R181","R_0402","23.105mm","6.807mm","23.105mm","6.807mm","23.105mm","6.307mm","T","90.00","100K"
"U7","QFN32","79.043mm","12.9872mm","79.043mm","12.9872mm","81.468mm","14.7372mm","B","180.00","ESP8089"
"U9","TDFN-2*2-6L","58.3814mm","23.9268mm","58.3814mm","23.9268mm","59.3564mm","24.5768mm","B","270.00","SGM3756"
"X1","XTAL/3225","78.3504mm","18.4522mm","79.4004mm","17.7022mm","79.4004mm","17.7022mm","B","180.00","NC-XTAL3225-26M"
"RN9","RCA50-8/3","40.6778mm","40.2844mm","40.6776mm","40.2844mm","40.113mm","41.0345mm","T","360.00","100R*4"
"U15","TSOT-23-6","56.9704mm","16.03mm","56.9704mm","16.03mm","57.9204mm","14.6076mm","B","90.00","SGM65501-ADJ"
"U20","DQE","77.406mm","31.7754mm","77.406mm","31.7754mm","77.931mm","31.4404mm","B","180.00","TXS0102DQER"
"RN10","RCA50-8/3","46.774mm","32.3392mm","46.774mm","32.339mm","47.5241mm","31.7744mm","B","90.00","100R*4"
"X3","3215","6.4498mm","10.197mm","6.4498mm","10.197mm","6.4498mm","8.947mm","T","90.00","32.768K/12.5pF/¡À10ppm"
"C241","C_0402","78.5998mm","33.0454mm","78.5998mm","33.0454mm","78.0998mm","33.0454mm","B","360.00","0.1uF"
"C242","C_0402","78.5998mm","30.4292mm","78.5998mm","30.4292mm","78.0998mm","30.4292mm","B","360.00","0.1uF"
"C243","C_0402","73.6702mm","15.6299mm","73.6702mm","15.6299mm","73.6702mm","15.1299mm","T","90.00","0.1uF"
"R200","R_0402","79.946mm","8.5344mm","79.946mm","8.5344mm","79.446mm","8.5344mm","B","360.00","0R-1%"
"R201","R_0402","74.5866mm","15.6464mm","74.5866mm","15.6464mm","74.5866mm","16.1464mm","T","270.00","0R-1%"
"R202","R_0402","82.1182mm","19.8626mm","82.1182mm","19.8626mm","82.6182mm","19.8626mm","B","180.00","20K-1%"
"C244","C_0402","81.8256mm","17.0942mm","81.8256mm","17.0942mm","81.8256mm","17.5942mm","T","270.00","10nF"
"C245","C_0402","82.1182mm","18.999mm","82.1182mm","18.999mm","82.6182mm","18.999mm","B","180.00","3.3nF"
"C246","C_0402","79.112mm","9.474mm","79.112mm","9.474mm","79.612mm","9.474mm","B","180.00","0.1uF"
"C247","C_0402","83.5274mm","12.2428mm","83.5274mm","12.2428mm","83.0274mm","12.2428mm","B","360.00","1uF"
"C248","C_0402","78.1558mm","3.5812mm","78.1558mm","3.5812mm","78.1558mm","3.0812mm","B","90.00","104"
"C249","C_0603","76.9488mm","3.529mm","76.9488mm","3.529mm","76.9488mm","2.7035mm","B","90.00","4.7uF"
"C250","C_0402","75.6026mm","9.4742mm","75.6026mm","9.4742mm","75.6026mm","9.9742mm","B","270.00","1uF"
"J17","503480-0500","80.9mm","7.9mm","80.9mm","7.9mm","79.9mm","9.225mm","T","90.00","50340-08-0500"
"R203","R_0402","77.3044mm","8.9408mm","77.3044mm","8.9408mm","77.3044mm","8.4408mm","B","90.00","0R-1%"
"R204","R_0402","74.2198mm","16.1588mm","74.2198mm","16.1588mm","74.7198mm","16.1588mm","B","180.00","0R-1%"
"R205","R_0402","71.5384mm","15.2734mm","71.5384mm","15.2734mm","72.0384mm","15.2734mm","B","180.00","10K-1%"
"R206","R_0402","71.5384mm","14.3844mm","71.5384mm","14.3844mm","72.0384mm","14.3844mm","B","180.00","10K-1%"
"R207","R_0402","71.5384mm","11.7174mm","71.5384mm","11.7174mm","72.0384mm","11.7174mm","B","180.00","10K-1%"
"R208","R_0402","71.5384mm","10.8284mm","71.5384mm","10.8284mm","72.0384mm","10.8284mm","B","180.00","10K-1%"
"R209","R_0402","76.0598mm","32.1818mm","76.0598mm","32.1818mm","76.0598mm","32.6818mm","B","270.00","10K-1%"
"R210","R_0402","80.8858mm","38.989mm","80.8858mm","38.989mm","80.8858mm","38.489mm","B","90.00","100K-1%"
"J5","503480-0500","88.9376mm","32.6644mm","88.9376mm","32.6644mm","90.2626mm","33.6644mm","T","360.00","50340-08-0500"
"R9","R_0402","24.1168mm","4.4274mm","24.1168mm","4.4274mm","24.1168mm","4.9274mm","T","270.00","0R"
"M1","MARK_POINT","88.5698mm","44.8562mm","88.5698mm","44.8562mm","88.5698mm","44.8562mm","T","0.00","Bad Mark"
"M2","MARK_POINT","3.9116mm","4.7496mm","3.9116mm","4.7496mm","3.9116mm","4.7496mm","B","180.00","Bad Mark"
"R11","R_1206","65.073mm","29.929mm","65.073mm","29.929mm","63.363mm","29.929mm","T","180.00","0R03"
"TP52","TESTPOINT2","15.6mm","44.0772mm","15.6mm","44.0772mm","15.6mm","44.0772mm","B","270.00","Test Point"
"TP53","TESTPOINT2","15.6mm","46.0772mm","15.6mm","46.0772mm","15.6mm","46.0772mm","B","270.00","Test Point"
"TP54","TESTPOINT2","7.1mm","1.5mm","7.1mm","1.5mm","7.1mm","1.5mm","B","270.00","Test Point"
"TP55","TESTPOINT2","9.1mm","1.5mm","9.1mm","1.5mm","9.1mm","1.5mm","B","270.00","Test Point"
"TP56","TESTPOINT2","5.1mm","1.5mm","5.1mm","1.5mm","5.1mm","1.5mm","B","270.00","Test Point"
"TP57","TESTPOINT1","54.5mm","6.9mm","54.5mm","6.9mm","54.5mm","6.9mm","B","270.00","Test Point"
"U21","DFN","79.9522mm","36.0408mm","79.9522mm","36.0408mm","79.2022mm","34.8658mm","T","360.00","STS30"

